"ID","US_ENG","US_FRA","US_SPA","EU_ENG","EU_FRA","EU_ITA","EU_GER","EU_SPA","EU_NED"
apparaîtra au cours du combat.","Aparecerá el poder ninja del kunai
durante la pelea.","The Kunai Ninja Power will appear in the 
match.","Le pouvoir ninja "Kunaï" 
apparaîtra au cours du combat.","Nell'incontro sarà presente il 
potere ninja kunai.","Die Kunai-Ninja-Kraft erscheint 
im Spiel.","Aparecerá el poder ninja del kunai
durante la pelea.",""
"RC435","The Bomb Ninja Power will appear in the 
match.","Le pouvoir ninja "Bombe" 
apparaîtra au cours du combat.","Aparecerá el poder ninja de la bomba
durante la pelea.","The Bomb Ninja Power will appear in the 
match.","Le pouvoir ninja "Bombe" 
apparaîtra au cours du combat.","Nell'incontro sarà presente il 
potere bombe ninja.","Die Bomben-Ninja-Kraft erscheint 
im Spiel.","Aparecerá el poder ninja de la bomba
durante la pelea.",""
"RC436","The Earthquake Ninja Power will appear 
in the match.","Le pouvoir ninja "Séisme" 
apparaîtra au cours du combat.","Aparecerá el poder ninja del terremoto
durante la pelea.","The Earthquake Ninja Power will appear 
in the match.","Le pouvoir ninja "Séisme" 
apparaîtra au cours du combat.","Nell'incontro sarà presente il 
potere ninja del terremoto.","Die Erdbeben-Ninja-Kraft erscheint 
im Spiel.","Aparecerá el poder ninja del terremoto
durante la pelea.",""
"RC437","The Mine Ninja Power will appear in the 
match.","Le pouvoir ninja "Mine" 
apparaîtra au cours du combat.","Aparecerá el poder ninja de la mina
durante la pelea.","The Mine Ninja Power will appear in the 
match.","Le pouvoir ninja "Mine" 
apparaîtra au cours du combat.","Nell'incontro sarà presente il 
potere mine ninja.","Die Minen-Ninja-Kraft erscheint 
im Spiel.","Aparecerá el poder ninja de la mina
durante la pelea.",""
"RC438","The 3way Kunai Ninja Power will appear 
in the match.","Le pouvoir ninja "Triple kunaï"
apparaîtra au cours du combat.","Aparecerá el poder ninja del triple
kunai durante la pelea.","The 3way Kunai Ninja Power will appear 
in the match.","Le pouvoir ninja "Triple kunaï"
apparaîtra au cours du combat.","Nell'incontro sarà presente il 
potere ninja kunai a 3 lame.","Die Tripel-Kunai-Ninja-Kraft 
erscheint im Spiel.","Aparecerá el poder ninja del triple
kunai durante la pelea.",""
"RC439","The Byakko Ninja Power will appear in 
the match.","Le pouvoir ninja "Byakko" 
apparaîtra au cours du combat.","Aparecerá el poder ninja del byakko
durante la pelea.","The Byakko Ninja Power will appear in 
the match.","Le pouvoir ninja "Byakko" 
apparaîtra au cours du combat.","Nell'incontro sarà presente il 
potere ninja byakko.","Die Byakko-Ninja-Kraft erscheint 
im Spiel.","Aparecerá el poder ninja del byakko
durante la pelea.",""
"RC440","The above set items will appear in the 
match.","Tous les objets définis apparaîtront au 
cours du combat.","Aparecerán objetos de todo tipo
durante la pelea.","The above set items will appear in the 
match.","Tous les objets définis apparaîtront 
au cours du combat.","Nell'incontro saranno presenti 
tutti gli oggetti.","Alle Gegenstände erscheinen im Spiel.","Aparecerán objetos de todo tipo
durante la pelea.",""
"RC450","Setting Item will appear in the match.","Les objets choisis apparaîtront
au cours du combat.","Los objetos elegidos aparecerán durante 
la pelea.","Setting Item will appear in the match.","Les objets choisis apparaîtront
au cours du combat.","Nell'incontro saranno presenti gli
oggetti impostati.","Alle gewählten Gegenstände erscheinen 
im Spiel.","Los objetos elegidos aparecerán durante 
la pelea.",""
"RC460","Pizza","Pizza","Pizza","Pizza","Pizza","Pizza","Pizza","Pizza",""
"RC461","Pizzas will appear in the match.","La pizza apparaîtra au cours du combat.","Aparecerán pizzas durante la pelea.","Pizzas will appear in the match.","La pizza apparaîtra au cours du combat.","Nell'incontro appariranno pizze.","Pizza erscheint im Spiel.","Aparecerán pizzas durante la pelea.",""
"RC470","Box","Boîte","Caja","Box","Boîte","Cassa","Kiste","Caja",""
"RC471","Boxes will appear in the match.","La boîte apparaîtra au cours du combat.","Aparecerán cajas durante la pelea.","Boxes will appear in the match.","La boîte apparaîtra au cours du combat.","Nell'incontro appariranno casse.","Kisten erscheinen im Spiel.","Aparecerán cajas durante la pelea.",""
"RC140","ALL","TOUS","TODOS","ALL","TOUS","TUTTI","ALLE","TODOS",""
"RC150","Stage Select","Choix niveau","Elegir fase","Stage Select","Choix niveau","Seleziona livello","Schauplatz","Elegir fase",""
"RC160","Random","Aléatoire","Aleatoria","Random","Aléatoire","Casuale","Zufall","Aleatoria",""
"RC161","Select randomly.","Bats-toi dans un niveau choisi
au hasard.","Selecciona una fase al azar.","Select randomly.","Bats-toi dans un niveau choisi
au hasard.","Selezione casuale.","Zufällig auswählen.","Selecciona una fase al azar.",""
"RC170","Fixed","Unique","Fija","Fixed","Unique","Fisso","Unveränderl.","Fija",""
"RC171","Play only on the stage selected.","Joue uniquement dans le niveau
sélectionné.","Juega sólo en la fase elegida.","Play only on the stage selected.","Joue uniquement dans le niveau
sélectionné.","Combatti solo nel livello selezionato.","Nur an diesem Schauplatz spielen.","Juega sólo en la fase elegida.",""
"RC180","NORMAL","Normal","Normal","NORMAL","Normal","Normale","Normal","Normal",""
"RC181","Select the stage for each match.","Sélectionne un niveau pour chaque
combat.","Elige la fase de cada pelea.","Select the stage for each match.","Sélectionne un niveau pour chaque
combat.","Seleziona il livello per ciascuno
scontro.","Wähle für jedes Spiel einen Schauplatz.","Elige la fase de cada pelea.",""
"RC190","Loser Picks","Perdant","El perdedor elige","Loser Picks","Perdant","Chi perde sceglie","Verl. wählt","El perdedor elige",""
"RC191","The loser selects the stage for the 
next match.","Le perdant sélectionne le niveau
du combat suivant.","El perdedor elige la fase de la siguiente 
pelea.","The loser selects the stage for the 
next match.","Le perdant sélectionne le niveau
du combat suivant.","Chi perde seleziona il livello per
l'incontro successivo.","Der Verlierer wählt den Schauplatz für 
das nächste Spiel.","El perdedor elige la fase de la siguiente 
pelea.",""
"RC200","Match mode","Mode","Modo Pelea","Match mode","Mode","Modalità Incontro","Spielmodus","Modo Pelea",""
"RC210","Singles Match","Combat solo","Individual","Singles Match","Combat solo","Incontro singolo","Einzelspiel","Individual",""
"RC211","Control one character per match.","Contrôle un personnage par combat.","Controla un personaje cada pelea.","Control one character per match.","Contrôle un personnage par combat.","Controlla un solo personaggio per 
incontro.","Steuere eine Figur pro Spiel.","Controla un personaje cada pelea.",""
"RC220","Tag Team","Coopération","Parejas","Tag Team","Coopération","In coppia","Tag Team","Parejas",""
"RC221","Control two characters in a tag team 
match.","Contrôle deux personnages dans un 
combat en coopération.","Controla dos personajes en una pelea
por parejas.","Control two characters in a tag team 
match.","Contrôle deux personnages dans un 
combat en coopération.","Controlla due personaggi in un
incontro in coppia.","Steuere zwei Figuren in einem 
Tag-Team-Spiel.","Controla dos personajes en una pelea
por parejas.",""
"RC230","Vs. Battle","Affrontement","Duelo","Vs. Battle","Affrontement","Battaglia VS","Vs.-Kampf","Duelo",""
"RC231","Select the number of players for one 
match.","Détermine le nombre de participants
par combat.","Elige el número de jugadores de una 
pelea.","Select the number of players for one 
match.","Détermine le nombre de participants
par combat.","Seleziona il numero di giocatori per un
incontro.","Wähle die Anzahl der Spieler für ein Spiel.","Elige el número de jugadores de una 
pelea.",""
"RC240","Players","Joueurs","Jugadores","Players","Joueurs","Giocatori","Spieler","Jugadores",""
"RC241","Set number of players.","Détermine le nombre de participants.","Elige el número de jugadores.","Set number of players.","Détermine le nombre de participants.","Imposta numero di giocatori.","Lege die Anzahl der Spieler fest.","Elige el número de jugadores.",""
"RC250","Battle Rules","Règles","Reglas","Battle Rules","Règles","Regole battaglia","Kampfregeln","Reglas",""
"RC251","Set the rules for the match.","Détermine les règles du combat.","Elige las reglas de la pelea.","Set the rules for the match.","Détermine les règles du combat.","Imposta regole per l'incontro.","Lege die Regeln für den Kampf fest.","Elige las reglas de la pelea.",""
"RC260","Settings","Paramètres","Ajustes","Settings","Paramètres","Impostazioni","Einstellungen","Ajustes",""
"RC300","Rules to win","Règles Élim.","Reglas","Rules to win","Règles Élim.","Regole vittoria","Siegregeln","Reglas",""
"RC370","Loser Stays","Victoire","El perdedor sigue","Loser Stays","Victoire","Chi perde rimane","Verlierer bleibt","El perdedor sigue",""
"RC371","Stay in until you win a match!","Continue à te battre jusqu'à ce que
tu gagnes !","¡Lucha hasta que ganes!","Stay in until you win a match!","Continue à te battre jusqu'à ce que
tu gagnes !","Rimani finché non avrai vinto!","Bleib, bis du gewinnst!","¡Lucha hasta que ganes!",""
"RC380","Winner Stays","Défaite","El ganador sigue","Winner Stays","Défaite","Chi vince rimane","Sieger bleibt","El ganador sigue",""
"RC381","Stay in until you lose a match!","Continue à te battre jusqu'à ce que
tu perdes !","¡Lucha hasta que pierdas!","Stay in until you lose a match!","Continue à te battre jusqu'à ce que
tu perdes !","Rimani finché non avrai perso!","Bleib, bis du verlierst!","¡Lucha hasta que pierdas!",""
"RC390","Swap Out","Remplacement","Sustitución","Swap Out","Remplacement","Scambio","Auswechseln","Sustitución",""
"RC391","Select the number of players that will 
swap in each match.","Détermine le nombre de remplacements
par combat.","Elige las sustituciones que puede haber 
en cada pelea.","Select the number of players that will 
swap in each match.","Détermine le nombre de remplacements
par combat.","Seleziona il numero di giocatori che si
daranno il cambio nell'incontro.","Wähle die Anzahl der Spieler, die in 
jedem Spiel ausgewechselt werden.","Elige las sustituciones que puede haber 
en cada pelea.",""
"ON000","Nintendo WFC","CWF Nintendo","CWF de Nintendo","Nintendo WFC","CWF Nintendo","Nintendo WFC","Nintendo WFC","CWF de Nintendo",""
"ON001","Connecting to Nintendo WFC.","Connexion CWF Nintendo établie.","Sesión CWF de Nintendo iniciada.","Connecting to Nintendo WFC.","Connexion CWF Nintendo établie.","Utente collegato alla Nintendo Wi-Fi
Connection.","Verbindung zur Nintendo WFC.","Sesión CWF de Nintendo iniciada.",""
"ON002","Ok to disconnect from Nintendo 
Wi-Fi Connection?","Se déconnecter de la CWF Nintendo ?","¿Quieres desconectarte de la 
Conexión Wi-Fi de Nintendo?","Ok to disconnect from Nintendo 
Wi-Fi Connection?","Se déconnecter de la CWF Nintendo ?","Disconnettersi dalla Nintendo 
Wi-Fi Connection?","Verbindung zur Nintendo WFC 
beenden?","¿Quieres desconectarte de la 
Conexión Wi-Fi de Nintendo?",""
"ON003","Disconnecting from Nintendo 
Wi-Fi Connection.","Déconnexion de la CWF Nintendo en cours.","Saliendo de la Conexión Wi-Fi de 
Nintendo...","Disconnecting from Nintendo 
Wi-Fi Connection.","Déconnexion de la CWF Nintendo en cours.","Disconnessione dalla Nintendo 
Wi-Fi Connection in corso.","Verbindung zur Nintendo WFC 
wird beendet.","Saliendo de la Conexión Wi-Fi de 
Nintendo...",""
"ON004","Will you connect the Nintendo 
Wi-Fi Connection?","Établir la connexion Wi-Fi Nintendo?","¿Conectar la Conexión Wi-Fi de 
Nintendo?","Will you connect the Nintendo 
Wi-Fi Connection?","Établir la connexion Wi-Fi Nintendo?","Sarai collegato alla Nintendo 
Wi-Fi Connection.","Willst du eine Nintendo Wi-Fi 
Connection herstellen?","¿Conectar la Conexión Wi-Fi de 
Nintendo?",""
"ON005","Quit game?","Quitter le groupe de combat ?","¿Abandonar el grupo de combate?","Quit game?","Quitter le groupe de combat ?","Desideri abbandonare la tua squadra?","Willst du die Kampfgruppe verlassen?","¿Abandonar el grupo de combate?",""
"ON000","(Wining XX%)","Victoires","(Ganando XX%)","(Wining XX%)","Victoires","(Vittorie XX%)","(Siege XX %)","(Ganando XX%)",""
"ON010","Friend Battle","Combat amical","Pelea de amigos","Friend Battle","Combat amical","Battaglia amici","Freundeskampf","Pelea de amigos",""
"ON011","Play with friends in your Friends Group.","Joue avec les amis de ta liste d'amis.","Juega con amigos de tu lista de amigos.","Play with friends in your Friends Group.","Joue avec les amis de ta liste d'amis.","Gioca con amici della tua lista amici.","Spiele mit Spielern aus deiner 
Freundesliste.","Juega con amigos de tu lista de amigos.",""
"ON020","Matchmaking","Générateur de partie","Emparejamiento","Matchmaking","Générateur de partie","Ricerca avversari","Spielvorbereitung","Emparejamiento",""
"ON021","Play against opponents over
Nintendo Wi-Fi Connection.","Affronte tes adversaires grâce à
la connexion Wi-Fi Nintendo.","Enfréntate a rivales a través de la
Conexión Wi-Fi de Nintendo.","Play against opponents over
Nintendo Wi-Fi Connection.","Affronte tes adversaires grâce à
la connexion Wi-Fi Nintendo.","Gioca contro avversari tramite la 
Nintendo Wi-Fi Connection.","Spiele via Nintendo Wi-Fi Connection
gegen andere Spieler.","Enfréntate a rivales a través de la
Conexión Wi-Fi de Nintendo.",""
"ON050","If the host leaves, the tournament will be 
cancelled. Disconnect?","Si l'hôte se déconnecte, le tournoi
sera annulé. Continuer ?","Si el host abandona, se cancelará el torneo. 
¿Desconectar?","If the host leaves, the tournament will be 
cancelled. Disconnect?","Si l'hôte se déconnecte, le tournoi
sera annulé. Continuer ?","Se l'host abbandona, il torneo verrà
annullato. Interrompere?","Wenn der Gastgeber aussteigt, endet 
das Turnier. 
Verlassen?","Si el host abandona, se cancelará el torneo. 
¿Desconectar?",""
"ON051","The host has left. 
The tournament has been cancelled.","L'hôte s'est déconnecté.
Le tournoi est annulé.","El host ha abandonado, el torneo queda 
cancelado.","The host has left. 
The tournament has been cancelled.","L'hôte s'est déconnecté.
Le tournoi est annulé.","L'host ha abbandonato. Il torneo è stato
annullato.","Der Gastgeber hat das Spiel verlassen. 
Das Turnier ist beendet.","El host ha abandonado, el torneo queda 
cancelado.",""
"ON052","All of the players have left. 
The match will end.","Tous les joueurs sont partis.
Le combat est terminé.","Todos los jugadores han abandonado. 
La pelea se acabará.","All of the players have left. 
The match will end.","Tous les joueurs sont partis.
Le combat est terminé.","Tutti i giocatori hanno abbandonato.
L'incontro sarà terminato.","Alle Spieler haben das Spiel verlassen. 
Das Spiel endet.","Todos los jugadores han abandonado. 
La pelea se acabará.",""
"ON053","The room will close because the host 
has left. Returning to the lobby.","Le salon va fermer car l'hôte s'est
déconnecté. Retour à l'accueil.","La sala se cerrará porque el host ha
abandonado. Volviendo a la antesala.","The room will close because the host 
has left. Returning to the lobby.","Le salon va fermer car l'hôte s'est
déconnecté. Retour à l'accueil.","La stanza verrà chiusa perché l'host ha
abbandonato. Ritorno alla sala d'attesa
in corso…","Der Gastgeber ist weg. 
Der Raum wird geschlossen. 
Rückkehr zur Lobby.","La sala se cerrará porque el host ha
abandonado. Volviendo a la antesala.",""
